end_list,start_list,value_list,start,end,value,multiply_value,indexResult
DB00487,DB01405,0.627182,DB00487,DB01059,0.87646,0.54969993572,0.06689106360605156
DB00154,DB00770,0.549399,DB00154,DB14104,1.0,0.549399,0.0667257014486753
DB00376,DB00342,0.549219,DB00376,DB00387,1.0,0.549219,0.06662694492527388
DB00392,DB01403,0.647952,DB00392,DB01069,0.847579,0.549190508208,0.06661132341948381
DB00368,DB13251,0.746004,DB00368,DB00668,0.736075,0.5491148943,0.06656987958604317
DB00457,DB12230,0.740148,DB00457,DB00590,0.741887,0.549106179276,0.06656510418952198
DB00457,DB00590,0.741887,DB00457,DB12230,0.740148,0.549106179276,0.06656510418952198
DB00548,DB06819,0.629941,DB00548,DB03553,0.870388,0.548293087108,0.06612074250646797
DB00362,DB00520,0.678448,DB00362,DB01141,0.807501,0.5478474384480001,0.06587817383684301
DB00362,DB01141,0.807501,DB00362,DB00520,0.678448,0.5478474384480001,0.06587817383684301
DB00397,DB00949,0.547723,DB00397,DB01486,1.0,0.547723,0.06581056533399857
DB00116,DB00642,0.649523,DB00116,DB04789,0.843234,0.547699877382,0.06579800856761252
DB00457,DB01162,0.737899,DB00457,DB00590,0.741887,0.5474376754129999,0.065655749958292
DB00396,DB12308,0.642931,DB00396,DB06780,0.85105,0.54716642755,0.06550883564576977
DB00320,DB01200,0.594212,DB00320,DB13345,0.920401,0.546913319012,0.06537197704859715
DB00199,DB09308,0.570419,DB00199,DB01211,0.958426,0.546704400494,0.06525918031980629
DB00495,DB00649,0.655138,DB00495,DB01265,0.833243,0.5458891525339999,0.0648204705373714
DB00452,DB01296,0.552052,DB00452,DB01421,0.98773,0.54527832196,0.06449327182307694
DB00194,DB05511,0.54451,DB00194,DB00640,1.0,0.54451,0.06408353897493656
DB00420,DB00902,0.614183,DB00420,DB00477,0.885316,0.543746036828,0.06367814339534342
DB00523,DB00137,0.543493,DB00523,DB00755,1.0,0.543493,0.06354431115429496
DB00254,DB09093,0.67868,DB00254,DB00595,0.8,0.542944,0.06325469594443572
DB00392,DB09000,0.640373,DB00392,DB01069,0.847579,0.5427667069669999,0.0631613880816882
DB00390,DB01092,0.607824,DB00390,DB01396,0.892308,0.542366217792,0.06295100845924896
DB00393,DB09233,0.655562,DB00393,DB01054,0.826869,0.5420638953779999,0.06279255826752071
DB00393,DB09235,0.655562,DB00393,DB01054,0.826869,0.5420638953779999,0.06279255826752071
DB00415,DB00447,0.593442,DB00415,DB01060,0.913259,0.541966247478,0.06274144644759798
DB00404,DB14028,0.624695,DB00404,DB00897,0.867533,0.541943527435,0.06272955874786125
DB00312,DB01351,0.64,DB00312,DB00599,0.84678,0.5419392,0.06272729472356289
DB00487,DB01137,0.618282,DB00487,DB01059,0.87646,0.54189944172,0.0627064969934133
DB00487,DB01165,0.618282,DB00487,DB01059,0.87646,0.54189944172,0.0627064969934133
DB00493,DB13266,0.578125,DB00493,DB01416,0.936626,0.54148690625,0.0624910146644143
DB00359,DB00263,0.670025,DB00359,DB00891,0.808138,0.54147266345,0.06248358544264502
DB00372,DB00679,0.637401,DB00372,DB00433,0.848528,0.5408525957279999,0.06216081658851345
DB00467,DB00779,0.690359,DB00467,DB01059,0.782794,0.540408883046,0.06193064539321178
DB00401,DB00270,0.602185,DB00401,DB01115,0.896854,0.54007202599,0.06175634805879623
DB00401,DB04920,0.602185,DB00401,DB01115,0.896854,0.54007202599,0.06175634805879623
DB00397,DB00723,0.539796,DB00397,DB01486,1.0,0.539796,0.061613811040453
DB00277,DB00824,0.589369,DB00277,DB01223,0.915811,0.5397506132590001,0.061590398336373385
DB00352,DB01033,0.701646,DB00352,DB02377,0.769231,0.539727854226,0.061578660720869885
DB00352,DB02377,0.769231,DB00352,DB01033,0.701646,0.539727854226,0.061578660720869885
DB00396,DB05087,0.634183,DB00396,DB06780,0.85105,0.5397214421500001,0.061575354107459034
DB00404,DB09166,0.621717,DB00404,DB00897,0.867533,0.539360014161,0.061389194441563245
DB00537,DB00487,0.6742,DB00537,DB01059,0.8,0.5393600000000001,0.061389187156295405
DB00318,DB00497,0.606339,DB00318,DB01466,0.889297,0.539215453683,0.06131485893057657
DB00317,DB05424,0.823713,DB00317,DB12307,0.654224,0.538892813712,0.06114920465771175
DB00317,DB12307,0.654224,DB00317,DB05424,0.823713,0.538892813712,0.06114920465771175
DB00359,DB05245,0.666667,DB00359,DB00891,0.808138,0.538758936046,0.06108056974344757
DB00504,DB00514,0.659773,DB00504,DB14682,0.815942,0.538336501166,0.06086439375457612
DB00232,DB01324,0.817193,DB00232,DB01021,0.658703,0.538287480679,0.06083934674238322
DB00232,DB01021,0.658703,DB00232,DB01324,0.817193,0.538287480679,0.06083934674238322
DB00254,DB00618,0.672804,DB00254,DB00595,0.8,0.5382432,0.06081672843553649
DB00223,DB00180,0.581914,DB00223,DB12553,0.924693,0.538091802402,0.060739444910975396
DB00513,DB00145,0.613572,DB00513,DB02530,0.876714,0.537927162408,0.06065548840705022
DB00412,DB01132,0.696311,DB00412,DB09198,0.771517,0.537215773787,0.060293761270822345
DB00412,DB09198,0.771517,DB00412,DB01132,0.696311,0.537215773787,0.060293761270822345
DB00267,DB01330,0.61552,DB00267,DB01212,0.87266,0.5371396831999999,0.06025517038683034
DB00267,DB00274,0.614851,DB00267,DB01212,0.87266,0.53655587366,0.05995971909294025
DB00270,DB09234,0.830278,DB00270,DB01023,0.645772,0.536170284616,0.059765201698160846
DB00396,DB01380,0.629941,DB00396,DB06780,0.85105,0.53611128805,0.05973548321004401
DB00139,DB02175,0.666667,DB00139,DB03553,0.80403,0.53602026801,0.05968965603209516
DB00139,DB03085,0.666667,DB00139,DB03553,0.80403,0.53602026801,0.05968965603209516
DB00158,DB00563,0.654893,DB00158,DB08878,0.818317,0.535910075081,0.059634212244447246
DB00404,DB00231,0.617331,DB00404,DB00897,0.867533,0.535555014423,0.05945583554507005
DB00378,DB09015,0.71807,DB00378,DB00396,0.744387,0.53452197309,0.05893921457213135
DB00378,DB00396,0.744387,DB00378,DB09015,0.71807,0.53452197309,0.05893921457213135
DB00312,DB01483,0.630593,DB00312,DB00599,0.84678,0.5339735405399999,0.058666369473557536
DB00502,DB12867,0.603864,DB00502,DB12401,0.883721,0.5336472979439999,0.058504531078761406
DB00332,DB11181,0.599887,DB00332,DB13833,0.889499,0.5335988866129999,0.058480545439111783
DB00169,DB04540,0.594322,DB00169,DB00146,0.897549,0.5334331167780001,0.0583984719345189
DB00244,DB03644,0.651339,DB00244,DB00233,0.818182,0.5329138456979999,0.05814195857677389
DB00341,DB04841,0.532714,DB00341,DB06282,1.0,0.532714,0.058043471499551025
DB00289,DB00476,0.630893,DB00289,DB09186,0.84375,0.53231596875,0.057847702578815496
DB00548,DB00166,0.611111,DB00548,DB03553,0.870388,0.531903681068,0.05764546428687531
DB00415,DB01163,0.582025,DB00415,DB01060,0.913259,0.531539569475,0.05746731592398839
DB00441,DB13920,0.694996,DB00441,DB02097,0.764217,0.531127758132,0.057266346565501294
DB00367,DB00823,0.531055,DB00367,DB09389,1.0,0.531055,0.05723089660590312
DB00378,DB12221,0.712691,DB00378,DB00396,0.744387,0.530517915417,0.05696974115159232
DB00196,DB12073,0.698085,DB00196,DB00582,0.759494,0.53019136899,0.056811413390527025
DB00196,DB00582,0.759494,DB00196,DB12073,0.698085,0.53019136899,0.056811413390527025
DB00477,DB09225,0.597857,DB00477,DB00420,0.885316,0.529292367812,0.05637729769286042
DB00368,DB01064,0.709299,DB00368,DB13251,0.746004,0.529139891196,0.05630392573514559
DB00391,DB01425,0.666795,DB00391,DB06288,0.792118,0.52818032181,0.05584388449536959
DB00182,DB00731,0.52802,DB00182,DB01576,1.0,0.52802,0.05576730853851229
DB00371,DB04827,0.641533,DB00371,DB00395,0.823055,0.528016943315,0.055765849341244234
DB00371,DB00395,0.823055,DB00371,DB04827,0.641533,0.528016943315,0.055765849341244234
DB00154,DB04870,0.527312,DB00154,DB14104,1.0,0.527312,0.055430117476822784
DB00454,DB06738,0.657411,DB00454,DB00913,0.801486,0.526905712746,0.05523733798525223
DB00182,DB00780,0.526316,DB00182,DB01576,1.0,0.526316,0.05495845419306154
DB00182,DB02024,0.526316,DB00182,DB01576,1.0,0.526316,0.05495845419306154
DB00191,DB01365,0.700877,DB00191,DB01556,0.750939,0.526315873503,0.05495839448865125
DB00191,DB01556,0.750939,DB00191,DB01365,0.700877,0.526315873503,0.05495839448865125
DB00396,DB01541,0.617708,DB00396,DB06780,0.85105,0.5257003934,0.05466849588072936
DB00341,DB03701,0.525657,DB00341,DB06282,1.0,0.525657,0.054648102095364824
DB00232,DB13532,0.643039,DB00232,DB01324,0.817193,0.525486969527,0.05456824921527113
DB00396,DB00741,0.617213,DB00396,DB06780,0.85105,0.52527912365,0.054470760221932486
DB00231,DB00186,0.607644,DB00231,DB13872,0.864263,0.525164226372,0.05441692651613975
DB00433,DB12930,0.586968,DB00433,DB12710,0.894427,0.525000027336,0.054340065004196095
DB00418,DB00474,0.592349,DB00418,DB01154,0.885365,0.5244450723849999,0.054080916331774496
DB00523,DB05974,0.524142,DB00523,DB00982,1.0,0.524142,0.05393979680631286
DB00398,DB11155,0.576697,DB00398,DB08896,0.908811,0.524108577267,0.05392425176078462
DB00398,DB08896,0.908811,DB00398,DB11155,0.576697,0.524108577267,0.05392425176078462
DB00433,DB01624,0.58554,DB00433,DB12710,0.894427,0.52372278558,0.05374507094618758
DB00277,DB07954,0.571772,DB00277,DB01223,0.915811,0.523635087092,0.05370440417260745
DB00401,DB00381,0.58384,DB00401,DB01115,0.896854,0.5236192393600001,0.0536970579584805
DB00376,DB00219,0.523066,DB00376,DB00387,1.0,0.523066,0.053441094027914325
DB00359,DB01015,0.646393,DB00359,DB00891,0.808138,0.522374746234,0.053122612235051124
DB00359,DB00576,0.646393,DB00359,DB00891,0.808138,0.522374746234,0.053122612235051124
DB00433,DB00933,0.582816,DB00433,DB12710,0.894427,0.521286366432,0.052624160091408315
DB00297,DB01056,0.520679,DB00297,DB01002,1.0,0.520679,0.05234758859919592
DB00297,DB08987,0.520579,DB00297,DB01002,1.0,0.520579,0.05230216116040009
DB00264,DB00571,0.628828,DB00264,DB00187,0.827329,0.520247640412,0.05215185235489902
DB00233,DB01672,0.635851,DB00233,DB00244,0.818182,0.520241842882,0.05214922552143076
DB00368,DB08957,0.696963,DB00368,DB13251,0.746004,0.519937185852,0.05201133176623643
DB00194,DB13868,0.519524,DB00194,DB00640,1.0,0.519524,0.05182476961997152
DB00136,DB06194,0.577018,DB00136,DB01436,0.899423,0.518983260614,0.05158140210996592
DB00127,DB06445,0.538462,DB00127,DB03566,0.963624,0.518874906288,0.051532742917502164
DB00318,DB00674,0.583333,DB00318,DB01466,0.889297,0.518756286901,0.051479514940482946
DB00415,DB01150,0.568009,DB00415,DB01060,0.913259,0.518739331331,0.05147190998074834
DB00408,DB00334,0.609938,DB00408,DB00543,0.85,0.5184472999999999,0.05134106451624553
DB00396,DB14539,0.608943,DB00396,DB06780,0.85105,0.51824094015,0.05124876070261858
DB00274,DB04570,0.657092,DB00274,DB01330,0.78851,0.5181236129200001,0.05119633842899855
DB00451,DB13313,0.517294,DB00451,DB00509,1.0,0.517294,0.05082685454603263
DB00459,DB00926,0.861397,DB00459,DB00523,0.600188,0.517000142636,0.05069647886501734
DB00441,DB00943,0.675838,DB00441,DB02097,0.764217,0.516486888846,0.05046938840831202
DB00182,DB02178,0.516185,DB00182,DB01576,1.0,0.516185,0.05033618741559742
DB00322,DB02502,0.604564,DB00322,DB01265,0.853409,0.515940358676,0.05022844643512213
DB00412,DB09201,0.668153,DB00412,DB09198,0.771517,0.515491398101,0.050031189748901694
DB00251,DB01263,0.600994,DB00251,DB01167,0.857644,0.515438898136,0.050008162661436456
DB00454,DB11186,0.642806,DB00454,DB00913,0.801486,0.515200009716,0.049903487658731836
DB00481,DB06249,0.796154,DB00481,DB06401,0.647059,0.515158611086,0.0498853651624029
DB00481,DB06401,0.647059,DB00481,DB06249,0.796154,0.515158611086,0.0498853651624029
DB00521,DB13775,0.6742,DB00521,DB01210,0.764093,0.5151515006,0.049882253020705716
DB00119,DB03166,0.755929,DB00119,DB03902,0.680414,0.514344674606,0.049530099364329234
DB00119,DB03902,0.680414,DB00119,DB03166,0.755929,0.514344674606,0.049530099364329234
DB00472,DB00289,0.717137,DB00472,DB09186,0.717137,0.514285476769,0.049504337858106706
DB00274,DB11935,0.65187,DB00274,DB01330,0.78851,0.5140060137,0.049382862974139505
DB00504,DB00652,0.629571,DB00504,DB00854,0.815942,0.513693420882,0.04924726267767995
DB00182,DB09022,0.512989,DB00182,DB01576,1.0,0.512989,0.04894275339404333
DB00397,DB11610,0.512878,DB00397,DB01486,1.0,0.512878,0.04889490400835314
DB00196,DB06440,0.675191,DB00196,DB00582,0.759494,0.512803513354,0.048862815068360196
DB00264,DB01580,0.61978,DB00264,DB00187,0.827329,0.51276196762,0.04884492424051732
DB00367,DB00977,0.511617,DB00367,DB09389,1.0,0.511617,0.048353871255106366
DB00359,DB01299,0.632772,DB00359,DB00891,0.808138,0.511367098536,0.048247206692468875
DB00387,DB01062,0.51131,DB00387,DB00376,1.0,0.51131,0.04822286126228169
DB00448,DB00338,0.604167,DB00448,DB01129,0.845406,0.510766406802,0.04799156506941322
DB00367,DB01357,0.510638,DB00367,DB09389,1.0,0.510638,0.04793705498053911
DB00341,DB11642,0.510355,DB00341,DB06282,1.0,0.510355,0.04781708862485908
DB00393,DB00401,0.617161,DB00393,DB01054,0.826869,0.510311298909,0.04779858418176844
DB00423,DB00874,0.794996,DB00423,DB00243,0.641448,0.509948594208,0.04764521850219051
DB00423,DB00243,0.641448,DB00423,DB00874,0.794996,0.509948594208,0.04764521850219051
DB00415,DB12343,0.558156,DB00415,DB01060,0.913259,0.509740990404,0.047557608138141555
DB00548,DB04836,0.58554,DB00548,DB03553,0.870388,0.50964698952,0.047517980347253186
DB00336,DB00614,0.639877,DB00336,DB13855,0.796391,0.509592283907,0.04749493003636073
DB00336,DB13855,0.796391,DB00336,DB00614,0.639877,0.509592283907,0.04749493003636073
DB00502,DB00450,0.57656,DB00502,DB12401,0.883721,0.5095181797599999,0.04746372000509607
DB00509,DB11142,0.509175,DB00509,DB00451,1.0,0.509175,0.047319393082351495
DB00452,DB00581,0.51521,DB00452,DB01421,0.98773,0.5088883732999999,0.04719911212199998
DB00557,DB01224,0.595914,DB00557,DB06282,0.853913,0.508858711482,0.047186678348593414
DB00486,DB00470,0.627063,DB00486,DB12193,0.811465,0.508839677295,0.04717870085676463
DB00139,DB03766,0.632456,DB00139,DB03553,0.80403,0.50851359768,0.04704219940904762
DB00275,DB13919,0.736956,DB00275,DB09279,0.689359,0.508027251204,0.046839179705168536
DB00275,DB09279,0.689359,DB00275,DB13919,0.736956,0.508027251204,0.046839179705168536
DB00443,DB13586,0.507737,DB00443,DB01234,1.0,0.507737,0.046718343236308385
DB00244,DB02362,0.620505,DB00244,DB00233,0.818182,0.50768602191,0.04669714528593346
DB00397,DB01009,0.507093,DB00397,DB01486,1.0,0.507093,0.0464511020554719
DB00397,DB09214,0.507093,DB00397,DB01486,1.0,0.507093,0.0464511020554719
DB00317,DB05294,0.615587,DB00317,DB05424,0.823713,0.507067014531,0.04644034388969584
DB00199,DB13179,0.529058,DB00199,DB01211,0.958426,0.507062942708,0.04643865830237756
DB00317,DB08916,0.615308,DB00317,DB05424,0.823713,0.506837198604,0.046345282930528274
DB00467,DB00685,0.647291,DB00467,DB01059,0.782794,0.5066955110539999,0.04628675091206025
DB00388,DB00816,0.61584,DB00388,DB08985,0.821953,0.5061915355200001,0.046079021858187824
DB00335,DB00866,0.640057,DB00335,DB00187,0.789747,0.505483095579,0.04578824487309529
DB00359,DB00250,0.625463,DB00359,DB00891,0.808138,0.505460417894,0.045778960550506245
DB00218,DB01208,0.601317,DB00218,DB01044,0.840493,0.505402729281,0.04575534924120808
DB00341,DB00181,0.504827,DB00341,DB06282,1.0,0.504827,0.045520228855023666
DB00190,DB00968,0.787839,DB00190,DB01702,0.640712,0.5047779013679999,0.04550022123879551
DB00190,DB01702,0.640712,DB00190,DB00968,0.787839,0.5047779013679999,0.04550022123879551
DB00182,DB01050,0.504715,DB00182,DB01576,1.0,0.504715,0.04547459903674985
DB00443,DB00873,0.504695,DB00443,DB01234,1.0,0.504695,0.04546645460462784
DB00521,DB01359,0.659966,DB00521,DB01210,0.764093,0.504275400838,0.04529584651003219
DB00182,DB08856,0.504203,DB00182,DB01576,1.0,0.504203,0.045266458993784085
DB00455,DB00719,0.672409,DB00455,DB00967,0.749613,0.504046527717,0.04520299758035233
DB00543,DB00408,0.85,DB00543,DB00363,0.592638,0.5037423,0.04507980842826765
DB00232,DB00999,0.616022,DB00232,DB01324,0.817193,0.5034088662459999,0.044945093511992634
DB00232,DB00880,0.616022,DB00232,DB01324,0.817193,0.5034088662459999,0.044945093511992634
DB00441,DB00709,0.658281,DB00441,DB00987,0.764217,0.503069530977,0.04480831634159146
DB00548,DB06739,0.57735,DB00548,DB03553,0.870388,0.5025185118000001,0.04458690568961574
DB00186,DB01068,0.586064,DB00186,DB00842,0.857215,0.50238285176,0.04453252567805208
DB00388,DB11085,0.611111,DB00388,DB08985,0.821953,0.502304519783,0.044501149440637426
DB00299,DB01610,0.681466,DB00299,DB00787,0.736842,0.502132770372,0.044432414671436216
DB00299,DB00787,0.736842,DB00299,DB01610,0.681466,0.502132770372,0.044432414671436216
DB00397,DB08980,0.502079,DB00397,DB01486,1.0,0.502079,0.04441091256659134
DB00397,DB08954,0.50128,DB00397,DB01486,1.0,0.50128,0.044092356125615316
DB00244,DB00861,0.612672,DB00244,DB00233,0.818182,0.501277202304,0.044091243836673163
DB00443,DB11921,0.501193,DB00443,DB01234,1.0,0.501193,0.04405777748175281
DB00282,DB00630,0.865181,DB00282,DB00710,0.579066,0.5009969009459999,0.043979914245428756
DB00282,DB00710,0.579066,DB00282,DB00630,0.865181,0.5009969009459999,0.043979914245428756
DB00388,DB00449,0.609425,DB00388,DB08985,0.821953,0.5009187070250001,0.04394889641156151
DB00509,DB01042,0.500867,DB00509,DB00451,1.0,0.500867,0.04392839471467284
DB00543,DB12110,0.589165,DB00543,DB00408,0.85,0.50079025,0.04389797727841953
DB00182,DB09269,0.500773,DB00182,DB01576,1.0,0.500773,0.043891143044337555
DB00143,DB00151,0.591608,DB00143,DB03310,0.845154,0.499999867632,0.04358568741848561
DB00387,DB00496,0.499434,DB00387,DB00376,1.0,0.499434,0.04336317092495384
DB00143,DB06823,0.590169,DB00143,DB03310,0.845154,0.498783691026,0.043108543139177585
DB00317,DB04849,0.605063,DB00317,DB05424,0.823713,0.498398258919,0.04295817814085335
DB00401,DB09236,0.555693,DB00401,DB01115,0.896854,0.498375489822,0.04294930824213633
DB00171,DB06441,0.602283,DB00171,DB00157,0.82734,0.4982928172199999,0.04291711440494285
DB00397,DB00573,0.498273,DB00397,DB01486,1.0,0.498273,0.04290940010264083
DB00518,DB11446,0.626552,DB00518,DB04910,0.795238,0.498257959376,0.04290354591949563
DB00359,DB00634,0.61584,DB00359,DB00891,0.808138,0.49768370592,0.04268049705618293
DB00537,DB00218,0.621037,DB00537,DB01059,0.8,0.4968296,0.04235042074213273
DB00388,DB00871,0.603881,DB00388,DB08985,0.821953,0.496361799593,0.04217047997299827
DB00394,DB01130,0.608019,DB00394,DB01013,0.816026,0.4961593124939999,0.042092777620530875
DB00182,DB11696,0.495595,DB00182,DB01576,1.0,0.495595,0.04187681671127535
DB00433,DB05422,0.553509,DB00433,DB12710,0.894427,0.495073394343,0.04167796791597989
DB00481,DB00645,0.621552,DB00481,DB06249,0.796154,0.494851111008,0.041593451885443916
DB00233,DB02054,0.604815,DB00233,DB00244,0.818182,0.49484874633,0.041592553511374614
DB00263,DB00359,0.670025,DB00263,DB01015,0.738549,0.494846293725,0.04159162174857915
DB00440,DB13795,0.869657,DB00440,DB01157,0.568796,0.494657422972,0.04151991716166818
DB00440,DB01157,0.568796,DB00440,DB13795,0.869657,0.494657422972,0.04151991716166818
DB00367,DB09070,0.494652,DB00367,DB09389,1.0,0.494652,0.041517859758686416
DB00182,DB08626,0.494451,DB00182,DB01576,1.0,0.494451,0.041441659037570695
DB00312,DB01353,0.58384,DB00312,DB00599,0.84678,0.4943840352,0.04141629634456523
DB00154,DB01240,0.494312,DB00154,DB14104,1.0,0.494312,0.04138902675197072
DB00187,DB09013,0.596762,DB00187,DB00264,0.827329,0.493718508698,0.0411648868952131
DB00201,DB00806,0.714435,DB00201,DB09273,0.690066,0.49300730271,0.040897536870180225
DB00201,DB09273,0.690066,DB00201,DB00806,0.714435,0.49300730271,0.040897536870180225
DB00201,DB00651,0.690066,DB00201,DB00806,0.714435,0.49300730271,0.040897536870180225
DB00439,DB08860,0.672727,DB00439,DB01098,0.73226,0.49261107302,0.04074917752229532
DB00439,DB01098,0.73226,DB00439,DB08860,0.672727,0.49261107302,0.04074917752229532
DB00139,DB08981,0.612372,DB00139,DB03553,0.80403,0.49236545916,0.04065742355123414
DB00493,DB01333,0.525105,DB00493,DB01416,0.936626,0.49182699573,0.04045683277189995
DB00396,DB00421,0.577747,DB00396,DB06780,0.85105,0.49169158435,0.04040651021861098
DB00315,DB00669,0.706189,DB00315,DB00918,0.695817,0.491378311413,0.040290276302117775
DB00315,DB00918,0.695817,DB00315,DB00669,0.706189,0.491378311413,0.040290276302117775
DB00322,DB00552,0.57572,DB00322,DB01265,0.853409,0.49132462948,0.04027038481110412
DB00291,DB06769,0.696123,DB00291,DB06819,0.705476,0.491098069548,0.04018651873635016
DB00218,DB01155,0.583414,DB00218,DB01044,0.840493,0.490355383102,0.03991255058133518
DB00218,DB06160,0.583414,DB00218,DB01044,0.840493,0.490355383102,0.03991255058133518
DB00194,DB02315,0.490222,DB00194,DB00640,1.0,0.490222,0.03986350161437606
DB00367,DB01406,0.490204,DB00367,DB09389,1.0,0.490204,0.03985688607100213
DB00402,DB01198,1.0,DB00402,DB00455,0.490196,0.490196,0.03985394610395788
DB00402,DB00455,0.490196,DB00402,DB01198,1.0,0.490196,0.03985394610395788
DB00182,DB01482,0.489798,DB00182,DB01576,1.0,0.489798,0.039707895803427075
DB00232,DB00606,0.598691,DB00232,DB01324,0.817193,0.4892460943629999,0.03950605832528204
DB00182,DB12695,0.489116,DB00182,DB01576,1.0,0.489116,0.03945859807808127
DB00439,DB01095,0.667424,DB00439,DB01098,0.73226,0.48872789824,0.03931727688039434
DB00299,DB00577,0.662548,DB00299,DB00787,0.736842,0.488193193416,0.03912321844046051
DB00497,DB01497,0.555791,DB00497,DB01192,0.878283,0.488141786853,0.0391046010258524
DB00336,DB00698,0.612056,DB00336,DB13855,0.796391,0.487435889896,0.03884965031763551
DB00218,DB11943,0.579304,DB00218,DB01044,0.840493,0.4869009568720001,0.03865731077482528
DB00538,DB00225,0.742462,DB00538,DB00789,0.655789,0.4868984125179999,0.03865639770711105
DB00171,DB12153,0.588371,DB00171,DB00157,0.82734,0.4867828631399999,0.03861494931651796
DB00182,DB00574,0.486664,DB00182,DB01576,1.0,0.486664,0.03857234837687673
DB00182,DB01191,0.486664,DB00182,DB01576,1.0,0.486664,0.03857234837687673
DB00451,DB14103,0.486534,DB00451,DB00509,1.0,0.486534,0.03852579786454954
DB00509,DB02663,0.486534,DB00509,DB00451,1.0,0.486534,0.03852579786454954
DB00396,DB11371,0.571429,DB00396,DB06780,0.85105,0.4863146504499999,0.03844735218693081
DB00178,DB00886,0.49544,DB00178,DB00519,0.981481,0.48626494664,0.03842959398146587
DB00201,DB01412,0.680545,DB00201,DB00806,0.714435,0.486205167075,0.03840824436636309
DB00359,DB06150,0.601133,DB00359,DB00891,0.808138,0.485798420354,0.03826322436070889
DB00264,DB00960,0.587137,DB00264,DB00187,0.827329,0.485755467073,0.03824793488262394
DB00007,DB06196,0.507093,DB00007,DB06825,0.957357,0.485469033201,0.0381460986380517
DB00320,DB01186,0.527073,DB00320,DB13345,0.920401,0.485118516273,0.03802176629134783
DB00451,DB03817,0.485071,DB00451,DB00509,1.0,0.485071,0.03800493604887466
DB00231,DB00349,0.561249,DB00231,DB13872,0.864263,0.485066744487,0.03800342903120061
DB00433,DB01623,0.542105,DB00433,DB12710,0.894427,0.4848733488349999,0.037934990343968265
DB00438,DB00355,0.620099,DB00438,DB13682,0.781886,0.4848467267139999,0.03792557685138923
DB00139,DB04272,0.602464,DB00139,DB03553,0.80403,0.48439912992,0.037767580350363206
DB00367,DB09123,0.484237,DB00367,DB09389,1.0,0.484237,0.03771047700207355
DB00182,DB06728,0.4842,DB00182,DB01576,1.0,0.4842,0.03769745475861485
DB00182,DB11558,0.4842,DB00182,DB01576,1.0,0.4842,0.03769745475861485
DB00391,DB13025,0.61101,DB00391,DB06288,0.792118,0.48399201918,0.03762432053752916
DB00194,DB01048,0.483651,DB00194,DB00640,1.0,0.483651,0.03750464396949455
DB00187,DB01193,0.583927,DB00187,DB00264,0.827329,0.4830997409829999,0.03731181341366052
DB00007,DB00027,0.504525,DB00007,DB06825,0.957357,0.483010540425,0.03728068375027844
DB00396,DB14540,0.567309,DB00396,DB06780,0.85105,0.4828083244499999,0.03721018829045271
DB00397,DB00745,0.482382,DB00397,DB01486,1.0,0.482382,0.037061905471437576
DB00497,DB00844,0.54902,DB00497,DB01192,0.878283,0.4821949326599999,0.03699698575207524
DB00541,DB15096,0.511927,DB00541,DB00570,0.941812,0.482138991724,0.03697758926025076
DB00341,DB06660,0.482126,DB00341,DB06282,1.0,0.482126,0.03697308575199884
DB00387,DB00283,0.482104,DB00387,DB00376,1.0,0.482104,0.036965460549485504
DB00341,DB08927,0.481963,DB00341,DB06282,1.0,0.481963,0.03691661900588042
DB00277,DB04076,0.526235,DB00277,DB01223,0.915811,0.481931801585,0.03690581885786548
DB00187,DB01214,0.582325,DB00187,DB00264,0.827329,0.4817743599249999,0.036851353840688446
DB00194,DB00718,0.481773,DB00194,DB00640,1.0,0.481773,0.036850883664101254
DB00518,DB08313,0.604815,DB00518,DB04910,0.795238,0.48097187097,0.036574714467981904
DB00317,DB00530,0.583764,DB00317,DB05424,0.823713,0.480853995732,0.03653421633937411
DB00387,DB06202,0.480292,DB00387,DB00376,1.0,0.480292,0.03634161263419549
DB00233,DB04166,0.586939,DB00233,DB00244,0.818182,0.4802229248979999,0.0363179943207524
DB00420,DB01071,0.54139,DB00420,DB00477,0.885316,0.47930122924,0.03600398843156803
DB00368,DB06262,0.642058,DB00368,DB13251,0.746004,0.478977836232,0.03589431652549945
DB00093,DB00626,0.511408,DB00093,DB00067,0.936103,0.4787305630239999,0.03581063469744148
DB00396,DB14545,0.56248,DB00396,DB06780,0.85105,0.4786986039999999,0.035799830269446824
DB00187,DB12212,0.578315,DB00187,DB00264,0.827329,0.478456770635,0.03571815561475316
DB00182,DB00676,0.478365,DB00182,DB01576,1.0,0.478365,0.0356871998253986
DB00182,DB01616,0.478365,DB00182,DB01576,1.0,0.478365,0.0356871998253986
DB00182,DB01121,0.478365,DB00182,DB01576,1.0,0.478365,0.0356871998253986
DB00127,DB14189,0.496139,DB00127,DB03566,0.963624,0.478091447736,0.03559504995743565
DB00154,DB13105,0.477952,DB00154,DB14104,1.0,0.477952,0.03554814642121954
DB00487,DB11892,0.544949,DB00487,DB01059,0.87646,0.47762600054,0.03543868360227255
DB00423,DB12338,0.600334,DB00423,DB00874,0.794996,0.477263128664,0.03531714880693707
DB00093,DB00104,0.508747,DB00093,DB00067,0.936103,0.476239592941,0.0349760895724221
DB00412,DB09199,0.617161,DB00412,DB09198,0.771517,0.4761502032369999,0.03494642567451586
DB00007,DB02255,0.496847,DB00007,DB06825,0.957357,0.4756599533789999,0.03478408487691941
