DrugID,DiseaseID
DB06211,MESH:D002494
DB00813,MESH:D020262
DB00779,MESH:D015576
DB04076,MESH:D012678
DB00439,MESH:D010192
DB00779,MESH:D010182
DB00460,MESH:D003095
DB05790,MESH:D062787
DB00295,MESH:D005770
DB01373,MESH:D010255
DB12531,MESH:D004407
DB00480,MESH:D020720
DB00576,MESH:D013159
DB00176,MESH:D006983
DB05316,MESH:D014646
DB00295,MESH:D002037
DB00576,MESH:D007160
DB00211,MESH:D017574
DB00882,MESH:D008637
DB01353,MESH:D053201
DB09073,MESH:D007968
DB05087,MESH:D003233
DB14574,MESH:D009855
DB00712,MESH:D012559
DB11132,MESH:D015834
DB00460,MESH:D018352
DB01137,MESH:D020422
DB01672,MESH:D010859
DB01108,MESH:D057896
DB01373,MESH:D016574
DB11151,MESH:D013086
DB00381,MESH:D020331
DB02650,MESH:D006502
DB04076,MESH:D010302
DB01178,MESH:D006431
DB06335,MESH:D005322
DB05409,MESH:D008998
DB13014,MESH:D003537
DB00655,MESH:D019115
DB00460,MESH:D005234
DB00381,MESH:D020246
DB00813,MESH:D002915
DB01575,MESH:D014845
DB00480,MESH:D002754
DB05057,MESH:D007645
DB01280,MESH:D019247
DB00556,MESH:D014388
DB05057,MESH:D020922
DB09073,MESH:D006344
DB11132,MESH:D006940
DB14090,MESH:D014653
DB06153,MESH:D003218
DB00655,MESH:D004428
DB00946,MESH:D009886
DB01776,MESH:D013166
DB00917,MESH:D013285
DB00381,MESH:D052879
DB00946,MESH:D014623
DB00381,MESH:D007911
DB01178,MESH:D051346
DB09070,MESH:D010911
DB06211,MESH:D008173
DB06211,MESH:D058267
DB00595,MESH:D018450
DB00480,MESH:D002759
DB05316,MESH:D002128
DB00712,MESH:D004283
DB05087,MESH:D020329
DB01108,MESH:D007235
DB08881,MESH:D017036
DB00779,MESH:D004761
DB00556,MESH:D003320
DB00332,MESH:D007409
DB01446,MESH:D016388
DB05057,MESH:D006832
DB00332,MESH:D004715
DB08804,MESH:D011026
DB06159,MESH:D001988
DB01776,MESH:D005687
DB01084,MESH:D054882
DB13014,MESH:D019283
DB00645,MESH:D014555
DB00295,MESH:D009916
DB01280,MESH:D003882
DB00712,MESH:D003329
DB11132,MESH:D064419
DB00779,MESH:D016464
DB05790,MESH:D012772
DB14574,MESH:D006943
DB00439,MESH:D065626
DB09070,MESH:D013182
DB01447,MESH:D009349
DB12531,MESH:D012892
DB00712,MESH:D009136
DB00295,MESH:D007942
DB00183,MESH:D012751
DB00381,MESH:D012516
DB00595,MESH:D002100
DB00460,MESH:D009755
DB00712,MESH:D050500
DB04076,MESH:D020323
DB00480,MESH:D016534
DB06211,MESH:D004806
DB00813,MESH:D020179
DB01645,MESH:D054139
DB01447,MESH:D014845
DB01525,MESH:D003551
DB00882,MESH:D013927
DB01108,MESH:D003389
DB01108,MESH:D013163
DB00381,MESH:D018287
DB04076,MESH:D016893
DB11141,MESH:D056151
DB00576,MESH:D010326
DB00295,MESH:D013274
DB04786,MESH:D010307
DB14500,MESH:D018237
DB08804,MESH:D006192
DB13014,MESH:D018184
DB00813,MESH:D003318
DB00211,MESH:D017029
DB00595,MESH:D012628
DB14500,MESH:D004679
DB06335,MESH:D018301
DB11132,MESH:D012513
DB01525,MESH:D053718
DB01353,MESH:D012700
DB01084,MESH:D009062
DB14574,MESH:D002542
DB09073,MESH:D009008
DB11141,MESH:D006506
DB11132,MESH:D044882
DB06153,MESH:D013088
DB00712,MESH:D008831
DB01776,MESH:D010001
DB11132,MESH:D016878
DB06211,MESH:D020762
DB00480,MESH:D010864
DB00348,MESH:D019043
DB05409,MESH:D005715
DB14500,MESH:D011833
DB00882,MESH:D016104
DB05409,MESH:D056912
DB01447,MESH:D017719
DB01164,MESH:D010309
DB01917,MESH:D065646
DB00295,MESH:D011086
DB01164,MESH:D054908
DB14574,MESH:D007952
DB01353,MESH:D018567
DB06211,MESH:D013120
DB01280,MESH:D012220
DB01672,MESH:D048629
DB01672,MESH:D016523
DB01575,MESH:D004948
DB01353,MESH:D017726
DB14500,MESH:D015155
DB01776,MESH:D014946
DB00381,MESH:D019046
DB00712,MESH:D010392
DB00712,MESH:D010518
DB00348,MESH:D012735
DB08804,MESH:D009378
DB09070,MESH:D018567
DB12531,MESH:D013088
DB14500,MESH:D005393
DB00655,MESH:D049950
DB06159,MESH:D017682
DB00460,MESH:D017499
DB14500,MESH:D012148
DB00183,MESH:D015428
DB02650,MESH:D014786
DB04076,MESH:D002805
DB06153,MESH:D003229
DB01353,MESH:D011317
DB05087,MESH:D011018
DB05316,MESH:D009207
DB01525,MESH:D012772
DB02650,MESH:D020922
DB01108,MESH:D019954
DB01776,MESH:D002528
DB00176,MESH:D013478
DB09073,MESH:D020096
DB04786,MESH:D006685
DB01776,MESH:D008047
DB00712,MESH:D014947
DB00655,MESH:D006994
DB01353,MESH:D005747
DB00917,MESH:D004678
DB00882,MESH:D020145
DB09073,MESH:D013009
DB02650,MESH:D016170
DB06211,MESH:D009134
DB13014,MESH:D014648
DB00576,MESH:D006192
DB01447,MESH:D006341
DB06159,MESH:D011832
DB14500,MESH:D002539
DB02650,MESH:D011660
DB01373,MESH:D010243
DB00645,MESH:D006484
DB00576,MESH:D018222
DB00211,MESH:D020339
DB00176,MESH:D001987
DB01525,MESH:D011007
DB00211,MESH:D013746
DB14574,MESH:D020820
DB00183,MESH:D009304
DB01776,MESH:D007690
DB00576,MESH:D005483
DB00655,MESH:D006111
DB04076,MESH:D017574
DB00779,MESH:D004461
DB00595,MESH:D020437
DB00183,MESH:D014832
DB00813,MESH:D017240
DB01575,MESH:D004310
DB00712,MESH:D004620
DB09073,MESH:D022124
DB14090,MESH:D019247
DB00348,MESH:D066253
DB05790,MESH:D002292
DB06153,MESH:D005391
DB01447,MESH:D013614
DB00655,MESH:D013203
DB04076,MESH:D045169
DB06159,MESH:D018633
DB00595,MESH:D008288
DB01353,MESH:D006985
DB00645,MESH:D004204
DB01178,MESH:D004184
DB01164,MESH:D001929
DB01108,MESH:D007003
DB00183,MESH:D001941
DB05087,MESH:D007690
DB04076,MESH:D054318
DB09070,MESH:D015173
DB11141,MESH:D046649
DB06335,MESH:D001991
DB01164,MESH:D017726
DB00779,MESH:D003117
DB00439,MESH:D002279
DB01917,MESH:D056151
DB05964,MESH:D007645
DB01645,MESH:D005357
DB01525,MESH:D009845
DB00183,MESH:D006258
DB00295,MESH:D012128
DB06159,MESH:D006974
DB14574,MESH:D019694
DB09073,MESH:D007039
DB01353,MESH:D014355
DB06211,MESH:D018979
DB05790,MESH:D005885
DB09073,MESH:D010007
DB00882,MESH:D007057
DB00348,MESH:D012514
DB00882,MESH:D004065
DB00779,MESH:D019214
DB00295,MESH:D055728
DB05316,MESH:D016869
DB04786,MESH:D014008
DB05964,MESH:D009468
DB12531,MESH:D005761
DB05964,MESH:D018450
DB09073,MESH:D004476
DB05087,MESH:D013921
DB01575,MESH:D046110
DB05409,MESH:D004382
DB11151,MESH:D043171
DB00779,MESH:D007647
DB00946,MESH:D009056
DB00480,MESH:D003554
DB14090,MESH:D018798
DB12531,MESH:D006725
DB14500,MESH:D012868
DB00556,MESH:D055154
DB00813,MESH:D013981
DB11151,MESH:D059249
DB00176,MESH:D012088
DB00480,MESH:D054391
DB08804,MESH:D006099
DB08804,MESH:D011041
DB00211,MESH:D020345
DB00439,MESH:D007418
DB00946,MESH:D009669
DB05964,MESH:D004404
DB11387,MESH:D002532
DB14500,MESH:D010272
DB00348,MESH:D020852
DB11132,MESH:D008590
DB01373,MESH:D010382
DB00882,MESH:D004404
DB00439,MESH:D013919
DB11132,MESH:D006975
DB01280,MESH:D042882
DB06211,MESH:D015576
DB01525,MESH:D015490
DB00460,MESH:D006526
DB00332,MESH:D008471
DB09073,MESH:D003111
DB00917,MESH:D006396
DB05790,MESH:D017096
DB11387,MESH:D019965
DB06159,MESH:D016706
DB05964,MESH:D018908
DB01776,MESH:D007046
DB13014,MESH:D058729
DB00480,MESH:D004240
DB00595,MESH:D006526
DB00655,MESH:D020426
DB06153,MESH:D050798
DB06153,MESH:D002288
DB01575,MESH:D002357
DB00348,MESH:D002291
DB04076,MESH:D002658
DB00381,MESH:D006484
DB11151,MESH:D007000
DB01917,MESH:D011249
DB01108,MESH:D005244
DB14090,MESH:D011665
DB06448,MESH:D014516
DB06159,MESH:D005533
DB04076,MESH:D011191
DB11387,MESH:D014847
DB00917,MESH:D004823
DB06448,MESH:D012852
DB00882,MESH:D054882
DB00882,MESH:D012595
DB00576,MESH:D013896
DB00439,MESH:D005499
DB08804,MESH:D007019
DB01164,MESH:D007738
DB01353,MESH:D016585
DB00655,MESH:D008080
DB00480,MESH:D012174
DB08881,MESH:D006343
DB00779,MESH:D012512
DB00439,MESH:D020955
DB00779,MESH:D017190
DB01084,MESH:D020529
DB06335,MESH:D011605
DB08881,MESH:D020428
DB00332,MESH:D008630
DB01373,MESH:D011248
DB00381,MESH:D020233
DB01373,MESH:D011529
DB01575,MESH:D007579
DB08881,MESH:D002534
DB01137,MESH:D008538
DB01164,MESH:D002493
DB00332,MESH:D013203
DB00882,MESH:D003645
DB00295,MESH:D047508
DB05087,MESH:D002607
DB00348,MESH:D006725
DB01446,MESH:D018923
DB01645,MESH:D016574
DB13014,MESH:D011625
DB00460,MESH:D006934
DB06448,MESH:D018677
DB01575,MESH:D008101
DB00779,MESH:D005117
DB00576,MESH:D046350
DB06448,MESH:D007565
DB00576,MESH:D017689
DB00348,MESH:D010438
DB01575,MESH:D052439
DB14574,MESH:D020739
DB05087,MESH:D009136
DB00712,MESH:D002289
DB00439,MESH:D008325
DB06211,MESH:D017093
DB13014,MESH:D018496
DB09073,MESH:D014549
DB00813,MESH:D018636
DB00480,MESH:D008106
DB05790,MESH:D015452
DB13014,MESH:D009376
DB11132,MESH:D046089
DB05316,MESH:D010123
DB05409,MESH:D009209
DB01137,MESH:D020766
DB01776,MESH:D017486
DB00946,MESH:D008641
DB00645,MESH:D004678
DB04786,MESH:D001996
DB06448,MESH:D002828
DB13014,MESH:D004240
DB00779,MESH:D057096
DB00460,MESH:D018222
DB11151,MESH:D002828
DB00332,MESH:D014391
DB01776,MESH:D012514
DB00813,MESH:D009188
DB01776,MESH:D020343
DB00381,MESH:D023341
DB00917,MESH:D006086
DB01137,MESH:D016584
DB00813,MESH:D002310
DB00211,MESH:D008179
DB00779,MESH:D019315
DB05409,MESH:D023341
DB06211,MESH:D003092
DB00348,MESH:D002544
DB00183,MESH:D046648
DB05790,MESH:D011125
DB01447,MESH:D012282
DB09073,MESH:D018281
DB08804,MESH:D053206
DB05409,MESH:D046748
DB08881,MESH:D014901
DB00183,MESH:D015473
DB01447,MESH:D017036
DB06448,MESH:D003638
DB05087,MESH:D049188
DB00645,MESH:D006177
DB00381,MESH:D009008
DB00813,MESH:D003874
DB02650,MESH:D003324
DB09073,MESH:D015868
DB11151,MESH:D014328
DB05316,MESH:D014514
DB00480,MESH:D002422
DB01280,MESH:D003922
DB00882,MESH:D003248
DB01108,MESH:D020237
DB09073,MESH:D006333
DB13014,MESH:D008637
DB09070,MESH:D010032
DB01373,MESH:D006976
DB11132,MESH:D015817
DB00480,MESH:D011251
DB00381,MESH:D004414
DB11141,MESH:D015155
DB00332,MESH:D018781
DB01280,MESH:D004806
DB14500,MESH:D017453
DB01446,MESH:D020520
DB01373,MESH:D019559
DB05409,MESH:D018488
DB06159,MESH:D001982
DB04786,MESH:D006332
DB01917,MESH:D002313
DB00480,MESH:D002429
DB00779,MESH:D006984
DB01525,MESH:D025242
DB01108,MESH:D020435
DB01446,MESH:D019226
DB00295,MESH:D006519
DB01164,MESH:D002318
DB06153,MESH:D012174
DB00183,MESH:D017681
DB01108,MESH:D016727
DB06335,MESH:D052496
DB01446,MESH:D015356
DB06448,MESH:D009050
DB05790,MESH:D054429
DB06335,MESH:D056987
DB11141,MESH:D019896
DB00211,MESH:D012700
DB06159,MESH:D004831
DB00176,MESH:D007669
DB00946,MESH:D006960
DB06335,MESH:D012700
DB01776,MESH:D007805
DB06335,MESH:D012141
DB14090,MESH:D012774
DB00779,MESH:D002639
DB06153,MESH:D020189
DB00176,MESH:D008207
DB06159,MESH:D006983
DB01353,MESH:D019190
DB00946,MESH:D011529
DB06159,MESH:D009375
DB01084,MESH:D014625
DB00460,MESH:D001927
DB05087,MESH:D009976
DB02650,MESH:D019465
DB00882,MESH:D012512
DB01137,MESH:D009230
DB00332,MESH:D005891
DB01917,MESH:D008207
DB01645,MESH:D015470
DB06153,MESH:D018746
DB06153,MESH:D001919
DB01280,MESH:D018856
DB00295,MESH:D016862
DB02650,MESH:D020919
DB05790,MESH:D010373
DB11132,MESH:D012478
DB09070,MESH:D008231
DB06335,MESH:D011645
DB02650,MESH:D018262
DB06159,MESH:D009402
DB00460,MESH:D006258
DB14500,MESH:D006962
DB11132,MESH:D060825
DB00813,MESH:D017496
DB00381,MESH:D019958
DB14090,MESH:D015817
DB00595,MESH:D011293
DB00595,MESH:D006465
DB01178,MESH:D008587
DB00183,MESH:D006616
DB00295,MESH:D006332
DB05964,MESH:D005499
DB00813,MESH:D019586
DB05964,MESH:D036981
DB01525,MESH:D015422
DB06448,MESH:D006983
DB01353,MESH:D019973
DB01917,MESH:D023921
DB05409,MESH:D002761
DB06159,MESH:D003560
DB06153,MESH:D016460
DB14090,MESH:D002817
DB01084,MESH:D059265
DB05087,MESH:D013322
DB09073,MESH:D014869
DB09073,MESH:D003394
DB09073,MESH:D003881
DB01645,MESH:D012213
DB13014,MESH:D013398
DB01525,MESH:D015821
DB00439,MESH:D013547
DB01447,MESH:D007280
DB08881,MESH:D020184
DB00381,MESH:D015858
DB00576,MESH:D019283
DB00655,MESH:D013984
DB00655,MESH:D014832
DB08804,MESH:D012734
DB01917,MESH:D019115
DB00556,MESH:D006685
DB08881,MESH:D010292
DB09070,MESH:D003424
DB01672,MESH:D013492
DB01917,MESH:D003409
DB01084,MESH:D010307
DB00348,MESH:D008265
DB00917,MESH:D003072
DB05409,MESH:D010123
DB09073,MESH:D017544
DB14574,MESH:D017254
DB00439,MESH:D003328
DB05409,MESH:D057180
DB01575,MESH:D051799
DB00295,MESH:D002524
DB00946,MESH:D002292
DB00556,MESH:D007859
DB00576,MESH:D003328
DB00381,MESH:D011014
DB06153,MESH:D014847
DB00595,MESH:D014592
DB00595,MESH:D007960
DB06211,MESH:D019115
DB01776,MESH:D010020
DB09073,MESH:D020016
DB01280,MESH:D020345
DB06335,MESH:D008171
DB09070,MESH:D005667
DB11132,MESH:D006342
DB06159,MESH:D051799
DB01280,MESH:D002481
DB01353,MESH:D013174
DB11387,MESH:D013923
DB00779,MESH:D003130
DB00295,MESH:D014077
DB01917,MESH:D018307
DB00946,MESH:D010273
DB04076,MESH:D014135
DB00917,MESH:D016603
DB01447,MESH:D008303
DB00460,MESH:D005348
DB01672,MESH:D012811
DB01084,MESH:D020182
DB01917,MESH:D014126
DB05316,MESH:D012851
DB01447,MESH:D009101
DB12531,MESH:D012562
DB06335,MESH:D012516
DB14090,MESH:D008101
DB00779,MESH:D002805
DB06448,MESH:D006201
DB02650,MESH:D008415
DB04076,MESH:D017682
DB06448,MESH:D004314
DB01108,MESH:D018184
DB00655,MESH:D003874
DB00332,MESH:D009617
DB00348,MESH:D017096
DB06211,MESH:D005530
DB00381,MESH:D023981
DB08881,MESH:D020820
DB14090,MESH:D003922
DB00779,MESH:D008104
DB01776,MESH:D018276
DB01645,MESH:D009136
DB04076,MESH:D053448
DB00882,MESH:D017118
DB11151,MESH:D007634
DB01164,MESH:D034381
DB02650,MESH:D015529
DB00332,MESH:D020754
DB00460,MESH:D005776
DB01776,MESH:D005258
DB01137,MESH:D016535
DB00712,MESH:D018805
DB00211,MESH:D017588
DB02650,MESH:D010265
DB14500,MESH:D020739
DB00183,MESH:D007815
DB02650,MESH:D003248
DB05316,MESH:D013226
DB01447,MESH:D007945
DB00460,MESH:D020268
DB01446,MESH:D007941
DB00480,MESH:D003922
DB04786,MESH:D004692
DB01353,MESH:D054685
DB06159,MESH:D015882
DB14090,MESH:D006469
DB05057,MESH:D008796
DB01917,MESH:D004066
DB01447,MESH:D030342
DB01353,MESH:D042822
DB05790,MESH:D003025
DB04786,MESH:D013683
DB01575,MESH:D006053
DB05409,MESH:D004719
DB11387,MESH:D001922
DB00813,MESH:D006987
DB00813,MESH:D047508
DB01446,MESH:D006628
DB01084,MESH:D010673
DB08804,MESH:D002819
DB01373,MESH:D008589
DB01917,MESH:D017700
DB04076,MESH:D009459
DB01280,MESH:D007160
DB01353,MESH:D018754
DB00595,MESH:D045828
DB00556,MESH:D017379
DB00712,MESH:D020426
DB05964,MESH:D006978
DB00460,MESH:D006102
DB00183,MESH:D003643
DB06153,MESH:D002429
DB00595,MESH:D011007
DB01917,MESH:D008106
DB00480,MESH:D014715
DB06448,MESH:D002289
DB04076,MESH:D006423
DB04786,MESH:D019956
DB00439,MESH:D056929
DB05964,MESH:D011293
DB00595,MESH:D020233
DB04076,MESH:D009396
DB00348,MESH:D015875
DB01084,MESH:D056844
DB01672,MESH:D014424
DB00348,MESH:D005258
DB01447,MESH:D020345
DB11132,MESH:D009260
DB05790,MESH:D003161
DB01672,MESH:D005831
DB01447,MESH:D008546
DB08881,MESH:D018512
DB00460,MESH:D010850
DB11132,MESH:D004890
DB06335,MESH:D002534
DB05057,MESH:D006504
DB13014,MESH:D018316
DB00439,MESH:D018275
DB08804,MESH:D019046
DB00439,MESH:D002590
DB06159,MESH:D013352
DB00813,MESH:D019283
DB01108,MESH:D018255
DB00460,MESH:D004414
DB00460,MESH:D014549
DB01447,MESH:D017109
DB06153,MESH:D063646
DB14500,MESH:D010212
DB00460,MESH:D011020
DB01645,MESH:D012128
DB01525,MESH:D005761
DB01137,MESH:D018589
DB00480,MESH:D007681
DB01178,MESH:D010024
DB08804,MESH:D002313
DB01373,MESH:D009187
DB05316,MESH:D010673
DB01373,MESH:D003555
DB01178,MESH:D015423
DB04786,MESH:D005767
DB05964,MESH:D013547
DB14090,MESH:D006932
DB00211,MESH:D003424
DB11141,MESH:D002178
DB06448,MESH:D019082
DB08804,MESH:D008992
DB06159,MESH:D012859
DB01917,MESH:D006008
DB01084,MESH:D010192
DB04786,MESH:D011470
DB01446,MESH:D009497
DB00176,MESH:D002538
DB05790,MESH:D050798
DB12531,MESH:D018798
DB05316,MESH:D009336
DB01446,MESH:D002357
DB01280,MESH:D020422
DB06448,MESH:D010760
DB00183,MESH:D002357
DB09070,MESH:D017682
DB01917,MESH:D052858
DB01672,MESH:D014075
DB05964,MESH:D003251
DB01645,MESH:D008579
DB01917,MESH:D016463
DB09070,MESH:D006529
DB09070,MESH:D015882
DB01164,MESH:D013585
DB01446,MESH:D011297
DB01353,MESH:D010003
DB00211,MESH:D056487
DB08804,MESH:D003123
DB06153,MESH:D056150
DB01084,MESH:D005534
DB12531,MESH:D005368
DB00595,MESH:D003323
DB01084,MESH:D007905
DB12531,MESH:D020202
DB00480,MESH:D019214
DB05316,MESH:D013035
DB00211,MESH:D054179
DB01917,MESH:D004714
DB11151,MESH:D015427
DB00882,MESH:D015440
DB14090,MESH:D002137
DB01447,MESH:D009396
DB01447,MESH:D002526
DB14574,MESH:D010259
DB01353,MESH:D014549
DB00439,MESH:D018205
DB11151,MESH:D012120
DB01776,MESH:D003095
DB00176,MESH:D015745
DB01084,MESH:D008796
DB14500,MESH:D002277
DB05057,MESH:D005244
DB01645,MESH:D014402
DB00556,MESH:D053159
DB01164,MESH:D052456
DB00655,MESH:D012851
DB05964,MESH:D017109
DB09070,MESH:D004827
DB00332,MESH:D004066
DB12531,MESH:D009358
DB01164,MESH:D008047
DB01164,MESH:D007443
DB00183,MESH:D059246
DB05964,MESH:D004698
DB01645,MESH:D001922
DB05087,OMIM:248310
DB12531,MESH:D005393
DB09070,MESH:D016534
DB01108,MESH:D009361
DB00917,MESH:D017202
DB14500,MESH:D012735
DB01137,MESH:D017577
DB00556,MESH:D010254
DB00917,MESH:D006985
DB00645,MESH:D008109
DB01137,MESH:D010505
DB00176,MESH:D014648
DB00460,MESH:D018923
DB14090,MESH:D020187
DB01373,MESH:D008587
DB00480,MESH:D007119
DB00645,MESH:D065306
DB01353,MESH:D007662
DB01108,MESH:D052439
DB08804,MESH:D007627
DB05964,MESH:D058426
DB01280,MESH:D054068
DB00655,MESH:D006985
DB06335,MESH:D015436
DB01447,MESH:D007160
DB13014,MESH:D005889
DB00595,MESH:D008258
DB05964,MESH:D016697
DB11151,MESH:D006973
DB14090,MESH:D011507
DB14090,MESH:D013964
DB11151,MESH:D051346
DB08804,MESH:D002769
DB00332,MESH:D007973
DB00712,MESH:D003221
DB05964,MESH:D010302
DB01084,MESH:D015417
DB00712,MESH:D036981
DB05409,MESH:D018256
DB00655,MESH:D007119
DB14500,MESH:D005885
DB11132,MESH:D002873
DB06448,MESH:D019052
DB06211,MESH:D014899
DB00556,MESH:D020294
DB05409,MESH:D006504
DB01084,MESH:D020773
DB00295,MESH:D018301
DB00813,MESH:D005910
DB08881,MESH:D011001
DB00645,MESH:D014899
DB00882,MESH:D017486
DB00460,MESH:D006201
DB01108,MESH:D018382
DB00645,MESH:D005244
DB01178,MESH:D009669
DB09070,MESH:D016481
DB11151,MESH:D006975
DB00813,MESH:D020138
DB01672,MESH:D003560
DB14574,MESH:D009886
DB00460,MESH:D020300
DB00381,MESH:D019283
DB12531,MESH:D064420
DB01446,MESH:D052496
DB01672,MESH:D052018
DB01108,MESH:D016720
DB14090,MESH:D018781
DB13014,MESH:D014564
DB00645,MESH:D057049
DB06448,MESH:D009347
DB06335,MESH:D011656
DB11387,MESH:D019973
DB00712,MESH:D008585
DB00645,MESH:D015835
DB01373,MESH:D050031
DB01108,MESH:D012214
DB01178,MESH:D058566
DB01575,MESH:D017119
DB13014,MESH:D019693
DB01446,MESH:D005203
DB14574,MESH:D015745
DB08804,MESH:D013120
DB00576,MESH:D066126
DB08804,MESH:D006616
DB00460,MESH:D007049
DB06448,MESH:D015619
DB01373,MESH:D014581
DB00211,MESH:D009006
DB09070,MESH:D012817
DB00556,MESH:D011660
DB00882,MESH:D002534
DB01446,MESH:D008202
DB06153,MESH:D006955
DB01178,MESH:D008105
DB00917,MESH:D008577
DB01645,MESH:D009450
DB04786,MESH:D056627
DB06153,MESH:D056929
DB11387,MESH:D010212
DB05057,MESH:D016399
DB12531,MESH:D020428
DB00882,MESH:D020757
DB01645,MESH:D018177
DB01108,MESH:D010195
DB14090,MESH:D020833
DB01525,MESH:D017590
DB01178,MESH:D004915
DB14574,MESH:D013581
DB12531,MESH:D006959
DB05316,MESH:D044584
DB00917,MESH:D009896
DB05409,MESH:D002581
DB11387,MESH:D003093
DB00183,MESH:D013122
DB01084,MESH:D007896
DB00655,MESH:D013921
DB01917,MESH:D004428
DB01917,MESH:D014252
DB01446,MESH:D017094
DB06153,MESH:D014391
DB01373,MESH:D002644
DB13014,MESH:D016097
DB00460,MESH:D017789
DB00655,MESH:D017593
DB05316,MESH:D054221
DB09070,MESH:D010182
DB11387,MESH:D014555
DB14574,MESH:D020212
DB01447,MESH:D056829
DB00295,MESH:D010292
DB06448,MESH:D008209
DB01178,MESH:D004405
DB00211,MESH:D014689
DB00595,MESH:D004172
DB06211,MESH:D053609
DB01776,MESH:D047928
DB09073,MESH:D002813
DB01575,MESH:D004404
DB00381,MESH:D007964
DB08804,MESH:D014719
DB00381,MESH:D009669
DB01280,MESH:D057066
DB09073,MESH:D011696
DB09070,MESH:D006646
DB00460,MESH:D009336
DB00332,MESH:D010229
DB01353,MESH:D001997
DB05964,MESH:D011191
DB00917,MESH:D012595
DB01178,MESH:D006053
DB01776,MESH:D006506
DB01575,MESH:D020146
DB01353,MESH:D002971
DB08881,MESH:D005873
DB00439,OMIM:188890
DB00813,MESH:D054141
DB01353,MESH:D019046
DB08881,MESH:D007681
DB11151,MESH:D020425
DB05409,MESH:D016472
DB00813,MESH:D018567
DB00480,MESH:D009421
DB06448,MESH:D014552
DB00295,MESH:D002559
DB05087,MESH:D012183
DB00381,MESH:D011045
DB13014,MESH:D012652
DB00176,MESH:D004409
DB06335,MESH:D015493
DB01164,MESH:D014399
DB01672,MESH:D007683
DB00813,MESH:D019867
DB01280,MESH:D004443
DB01353,MESH:D005357
DB00655,MESH:D008207
DB00381,MESH:D005534
DB01575,MESH:D002532
DB06153,MESH:D018487
DB00576,MESH:D015440
DB04076,MESH:D011000
DB00712,MESH:D020018
DB08804,MESH:D006335
DB01084,MESH:D009164
DB09073,MESH:D011536
DB00381,MESH:D016137
DB00946,MESH:D007239
DB00645,MESH:D008265
DB00556,MESH:D013978
DB01447,MESH:D014605
DB01575,MESH:D029503
DB12531,MESH:D004915
DB00813,MESH:D055985
DB11387,MESH:D029503
DB00381,MESH:D050177
DB00712,MESH:D018222
DB09073,MESH:D009069
DB11387,MESH:D021081
DB01108,MESH:D007511
DB13014,MESH:D052256
DB11387,MESH:D008946
DB00595,MESH:D007855
DB00176,MESH:D055752
DB04786,MESH:D012626
DB00917,MESH:D053584
DB00882,MESH:D021501
DB01108,MESH:D003711
DB01137,MESH:D010243
DB04786,MESH:D018783
DB01525,MESH:D013478
DB12531,MESH:D014352
DB09070,MESH:D018243
DB04076,MESH:D018239
DB01446,MESH:D012852
DB08881,MESH:D006461
DB00882,MESH:D055623
DB00460,MESH:D009378
DB02650,MESH:D005512
DB01917,MESH:D008531
DB01137,MESH:D013577
DB00576,MESH:D010243
DB00211,MESH:D016769
DB00332,MESH:D050197
DB01108,MESH:D056829
DB11151,MESH:D005759
DB01353,MESH:D004421
DB00595,MESH:D011644
DB06335,MESH:D004387
DB12531,MESH:D009378
DB06159,MESH:D019964
DB00211,MESH:D016481
DB05409,MESH:D003681
DB01084,MESH:D018227
DB00595,MESH:D012770
DB01280,MESH:D015819
DB08881,MESH:D010229
DB00348,MESH:D013543
DB06448,MESH:D004803
DB11151,MESH:D012510
DB01353,MESH:D002341
DB00595,MESH:D002825
DB00595,MESH:D019106
DB05316,MESH:D010505
DB01447,MESH:D013529
DB00295,MESH:D009461
DB00917,MESH:D045743
DB01672,MESH:D005901
DB05316,MESH:D050723
DB00779,MESH:D012164
DB00211,MESH:D006083
DB01917,MESH:D006331
DB01525,MESH:D005667
DB00381,MESH:D005693
DB09070,MESH:D046648
DB11387,MESH:D004414
DB00183,MESH:D004932
DB01108,MESH:D006261
DB06211,MESH:D018442
DB09073,MESH:D013169
DB11387,MESH:D008630
DB05409,MESH:D008577
DB05964,MESH:D005207
DB00655,MESH:D046628
DB06159,MESH:D011128
DB05964,MESH:D007762
DB05409,MESH:D016609
DB14500,MESH:D002607
DB00332,MESH:D007415
DB00480,MESH:D016506
DB00460,MESH:D003449
DB11132,MESH:D005667
DB06448,MESH:D006332
DB11387,MESH:D015354
DB06335,MESH:D003027
DB06153,MESH:D013130
DB01084,MESH:D016908
DB05964,MESH:D002178
DB00645,MESH:D004890
DB00595,MESH:D004760
DB00183,MESH:D012164
DB04786,MESH:D004382
DB01672,MESH:D064129
DB01917,MESH:D064419
DB00332,MESH:D012892
DB14090,MESH:D012178
DB05964,MESH:D006566
DB01672,MESH:D004679
DB11132,MESH:D005483
DB00211,MESH:D008133
DB00779,MESH:D005355
DB01137,MESH:D003244
DB14574,MESH:D014008
DB06211,MESH:D016459
DB00779,MESH:D014802
DB01645,MESH:D004803
DB00779,MESH:D003328
DB01353,MESH:D015840
DB06211,MESH:D013771
DB01164,MESH:D005131
DB04786,MESH:D016889
DB00813,MESH:D005833
DB01672,MESH:D027601
DB06335,MESH:D013290
DB05057,MESH:D006958
DB09070,MESH:D013923
DB01137,MESH:D011654
DB00480,MESH:D004681
DB01446,MESH:D004715
DB00381,MESH:D008637
DB01164,MESH:D009021
