DrugID,DiseaseID
DB00608,MESH:D003711
DB00756,MESH:D003711
DB00428,MESH:D003711
DB00118,MESH:D003711
DB00721,MESH:D003711
DB01118,MESH:D003711
DB01356,MESH:D003711
DB00254,MESH:D003711
DB06756,MESH:D003711
DB01085,MESH:D003711
DB00859,MESH:D003711
DB04815,MESH:D003711
DB00997,MESH:D003711
DB01263,MESH:D003711
DB00635,MESH:D003711
DB00605,MESH:D003711
DB00205,MESH:D003711
DB01080,MESH:D003711
DB00305,MESH:D003711
DB00864,MESH:D003711
DB01204,MESH:D003711
DB00675,MESH:D003711
DB00907,MESH:D003711
DB00685,MESH:D003711
DB08882,MESH:D003711
DB00672,MESH:D003711
DB00309,MESH:D003711
DB01042,MESH:D003711
DB01224,MESH:D003711
DB00252,MESH:D003711
DB00586,MESH:D003711
DB06151,MESH:D003711
DB00783,MESH:D003711
DB00134,MESH:D003711
DB00943,MESH:D003711
DB01229,MESH:D003711
DB00242,MESH:D003711
DB00681,MESH:D003711
DB00848,MESH:D003711
DB00396,MESH:D003711
DB00987,MESH:D003711
DB01234,MESH:D003711
DB01301,MESH:D003715
DB00254,MESH:D003715
DB12965,MESH:D003715
DB06757,MESH:D003731
DB00168,MESH:D003731
DB00295,MESH:D003731
DB11137,MESH:D003731
DB01577,MESH:D003731
DB00898,MESH:D003731
DB09325,MESH:D003731
DB00333,MESH:D003731
DB11203,MESH:D003731
DB14085,MESH:D003731
DB14487,MESH:D003731
DB00878,MESH:D003731
DB09325,MESH:D003744
DB11094,MESH:D003744
DB01645,MESH:D003744
DB00878,MESH:D003773
DB11094,MESH:D003784
DB11091,MESH:D003790
DB01037,MESH:D003865
DB00246,MESH:D003865
DB06151,MESH:D003865
DB14513,MESH:D003865
DB01454,MESH:D003865
DB00370,MESH:D003865
DB01593,MESH:D003865
DB00715,MESH:D003865
DB00358,MESH:D003865
DB00540,MESH:D003865
DB01104,MESH:D003865
DB00921,MESH:D003865
DB00007,MESH:D003865
DB09068,MESH:D003865
DB00022,MESH:D003865
DB00458,MESH:D003865
DB00451,MESH:D003865
DB00745,MESH:D003865
DB00335,MESH:D003865
DB01242,MESH:D003865
DB00960,MESH:D003865
DB00402,MESH:D003865
DB12537,MESH:D003865
DB00285,MESH:D003865
DB09167,MESH:D003865
DB00752,MESH:D003865
DB00234,MESH:D003865
DB00008,MESH:D003865
DB00321,MESH:D003865
DB00811,MESH:D003865
DB04896,MESH:D003865
DB00656,MESH:D003865
DB01171,MESH:D003865
DB01221,MESH:D003865
DB01142,MESH:D003865
DB01324,MESH:D003865
DB00982,MESH:D003865
DB00472,MESH:D003865
DB00247,MESH:D003865
DB01149,MESH:D003865
DB00584,MESH:D003865
DB06594,MESH:D003865
DB00176,MESH:D003865
DB01577,MESH:D003865
DB00184,MESH:D003865
DB01151,MESH:D003865
DB00904,MESH:D003865
DB00334,MESH:D003865
DB00255,MESH:D003865
DB00831,MESH:D003865
DB00734,MESH:D003865
DB01224,MESH:D003865
DB01233,MESH:D003865
DB00898,MESH:D003865
DB01083,MESH:D003865
DB00850,MESH:D003865
DB01403,MESH:D003865
DB00481,MESH:D003865
DB00490,MESH:D003865
DB00363,MESH:D003865
DB00404,MESH:D003865
DB09166,MESH:D003865
DB00780,MESH:D003865
DB00934,MESH:D003865
DB00502,MESH:D003865
DB01544,MESH:D003865
DB00367,MESH:D003865
DB01285,MESH:D003865
DB01021,MESH:D003865
DB01115,MESH:D003865
DB11094,MESH:D003865
DB00624,MESH:D003865
DB00860,MESH:D003865
DB01156,MESH:D003865
DB00741,MESH:D003865
DB01191,MESH:D003865
DB00571,MESH:D003865
DB01356,MESH:D003865
DB00215,MESH:D003865
DB00230,MESH:D003865
DB01255,MESH:D003865
DB00186,MESH:D003865
DB00476,MESH:D003865
DB14509,MESH:D003865
DB00323,MESH:D003865
DB00574,MESH:D003865
DB13424,MESH:D003866
DB00313,MESH:D003866
DB03066,MESH:D003866
DB01221,MESH:D003866
DB01238,MESH:D003866
DB04832,MESH:D003866
DB00195,MESH:D003866
DB00688,MESH:D003866
DB00970,MESH:D003866
DB01285,MESH:D003866
DB14972,MESH:D003866
DB00215,MESH:D003866
DB04836,MESH:D003866
DB00477,MESH:D003866
DB00494,MESH:D003866
DB00843,MESH:D003866
DB00315,MESH:D003866
DB00490,MESH:D003866
DB09123,MESH:D003866
DB00245,MESH:D003866
DB00679,MESH:D003866
DB00285,MESH:D003866
DB09245,MESH:D003866
DB00999,MESH:D003866
DB00358,MESH:D003866
DB14509,MESH:D003866
DB00704,MESH:D003866
DB00318,MESH:D003866
DB01087,MESH:D003866
DB00217,MESH:D003866
DB00794,MESH:D003866
DB01206,MESH:D003866
DB01223,MESH:D003866
DB00635,MESH:D003866
DB00904,MESH:D003866
DB01380,MESH:D003866
DB00574,MESH:D003866
DB00206,MESH:D003866
DB00334,MESH:D003866
DB00555,MESH:D003866
DB01234,MESH:D003866
DB01224,MESH:D003866
DB11141,MESH:D003866
DB05804,MESH:D003866
DB00357,MESH:D003866
DB00641,MESH:D003866
DB00898,MESH:D003866
DB00391,MESH:D003866
DB00434,MESH:D003866
DB00909,MESH:D003866
DB00563,MESH:D003866
DB00201,MESH:D003866
DB01149,MESH:D003866
DB00745,MESH:D003866
DB00608,MESH:D003866
DB09304,MESH:D003866
DB01009,MESH:D003866
DB11094,MESH:D003866
DB09167,MESH:D003866
DB00148,MESH:D003866
DB00540,MESH:D003866
DB00295,MESH:D003866
DB00669,MESH:D003866
DB00860,MESH:D003866
DB01356,MESH:D003866
DB04840,MESH:D003866
DB00863,MESH:D003866
DB00810,MESH:D003866
DB13600,MESH:D003866
DB00304,MESH:D003866
DB00177,MESH:D003866
DB00482,MESH:D003866
DB00343,MESH:D003866
DB01169,MESH:D003866
DB00104,MESH:D003866
DB00822,MESH:D003866
DB04815,MESH:D003866
DB00186,MESH:D003866
DB01156,MESH:D003866
DB01104,MESH:D003866
DB00544,MESH:D003866
DB01171,MESH:D003866
DB01623,MESH:D003866
DB01151,MESH:D003866
DB00234,MESH:D003866
DB01544,MESH:D003866
DB11696,MESH:D003866
DB00175,MESH:D003866
DB00476,MESH:D003866
DB00687,MESH:D003866
DB01403,MESH:D003866
DB06288,MESH:D003866
DB00546,MESH:D003866
DB00227,MESH:D003866
DB00273,MESH:D003866
DB00413,MESH:D003866
DB01577,MESH:D003866
DB08980,MESH:D003866
DB01357,MESH:D003866
DB01173,MESH:D003866
DB00752,MESH:D003866
DB00373,MESH:D003866
DB03366,MESH:D003866
DB00422,MESH:D003866
DB11421,MESH:D003866
DB00921,MESH:D003866
DB00255,MESH:D003866
DB01229,MESH:D003866
DB01076,MESH:D003866
DB09389,MESH:D003866
DB14085,MESH:D003866
DB00458,MESH:D003866
DB00787,MESH:D003866
DB00425,MESH:D003866
DB00952,MESH:D003866
DB04841,MESH:D003866
DB01118,MESH:D003866
DB00323,MESH:D003866
DB01200,MESH:D003866
DB03843,MESH:D003866
DB01191,MESH:D003866
DB01216,MESH:D003866
DB14183,MESH:D003866
DB00981,MESH:D003866
DB00633,MESH:D003866
DB12401,MESH:D003866
DB09307,MESH:D003866
DB01108,MESH:D003866
DB00254,MESH:D003866
DB00279,MESH:D003866
DB00681,MESH:D003866
DB01233,MESH:D003866
DB00543,MESH:D003866
DB00652,MESH:D003866
DB11874,MESH:D003866
DB00628,MESH:D003866
DB00472,MESH:D003866
DB06148,MESH:D003866
DB00531,MESH:D003866
DB00741,MESH:D003866
DB01396,MESH:D003866
DB00831,MESH:D003866
DB00132,MESH:D003866
DB05383,MESH:D003866
DB00162,MESH:D003866
DB00335,MESH:D003866
DB00811,MESH:D003866
DB06634,MESH:D003866
DB01406,MESH:D003866
DB00805,MESH:D003866
DB01063,MESH:D003866
DB04896,MESH:D003866
DB01435,MESH:D003866
DB00537,MESH:D003866
DB04842,MESH:D003866
DB09270,MESH:D003866
DB04539,MESH:D003866
DB00428,MESH:D003866
DB00344,MESH:D003866
DB00277,MESH:D003866
DB01174,MESH:D003866
DB00675,MESH:D003866
DB00091,MESH:D003866
DB14649,MESH:D003866
DB01115,MESH:D003866
DB03057,MESH:D003866
DB13108,MESH:D003866
DB09194,MESH:D003866
DB00916,MESH:D003866
DB13178,MESH:D003866
DB00181,MESH:D003866
DB00069,MESH:D003866
DB05258,MESH:D003866
DB00734,MESH:D003866
DB04930,MESH:D003866
DB00182,MESH:D003866
DB00850,MESH:D003866
DB00122,MESH:D003866
DB00400,MESH:D003866
DB00264,MESH:D003866
DB00502,MESH:D003866
DB11136,MESH:D003866
DB01595,MESH:D003866
DB00624,MESH:D003866
DB11457,MESH:D003866
DB01240,MESH:D003866
DB00579,MESH:D003866
DB04844,MESH:D003866
DB00363,MESH:D003866
DB01247,MESH:D003866
DB01553,MESH:D003866
DB00231,MESH:D003866
DB00294,MESH:D003866
DB00968,MESH:D003866
DB00564,MESH:D003866
DB06155,MESH:D003866
DB01559,MESH:D003866
DB01576,MESH:D003866
DB00390,MESH:D003866
DB00118,MESH:D003866
DB00568,MESH:D003866
DB00421,MESH:D003866
DB04652,MESH:D003866
DB00783,MESH:D003866
DB00404,MESH:D003866
DB00176,MESH:D003866
DB00823,MESH:D003866
DB06594,MESH:D003866
DB00780,MESH:D003866
DB00934,MESH:D003866
DB00770,MESH:D003866
DB00184,MESH:D003866
DB05964,MESH:D003866
DB01100,MESH:D003866
DB00158,MESH:D003866
DB00960,MESH:D003866
DB00022,MESH:D003866
DB14533,MESH:D003866
DB00396,MESH:D003866
DB00926,MESH:D003866
DB00864,MESH:D003866
DB00191,MESH:D003866
DB04818,MESH:D003866
DB12537,MESH:D003866
DB00907,MESH:D003866
DB00207,MESH:D003866
DB00370,MESH:D003866
DB00589,MESH:D003866
DB01170,MESH:D003866
DB01454,MESH:D003866
DB00715,MESH:D003866
DB01558,MESH:D003866
DB00772,MESH:D003866
DB12582,MESH:D003866
DB01142,MESH:D003866
DB01068,MESH:D003866
DB00875,MESH:D003866
DB01080,MESH:D003866
DB00008,MESH:D003866
DB00603,MESH:D003866
DB01230,MESH:D003866
DB09225,MESH:D003866
DB00829,MESH:D003866
DB00917,MESH:D003866
DB00997,MESH:D003866
DB00820,MESH:D003866
DB09185,MESH:D003866
DB00977,MESH:D003866
DB00115,MESH:D003866
DB06710,MESH:D003866
DB00726,MESH:D003866
DB00333,MESH:D003866
DB08815,MESH:D003866
DB01242,MESH:D003866
DB00321,MESH:D003866
DB00575,MESH:D003866
DB12061,MESH:D003866
DB00982,MESH:D003866
DB02709,MESH:D003866
DB00661,MESH:D003866
DB00501,MESH:D003866
DB09244,MESH:D003866
DB12478,MESH:D003866
DB09068,MESH:D003866
DB00656,MESH:D003866
DB11397,MESH:D003866
DB13876,MESH:D003866
DB00571,MESH:D003866
DB01626,MESH:D003866
DB04821,MESH:D003866
DB00795,MESH:D003872
DB01611,MESH:D003872
DB00672,MESH:D003872
DB01248,MESH:D003872
DB00864,MESH:D003872
DB00313,MESH:D003872
DB00608,MESH:D003872
DB01593,MESH:D003872
DB00563,MESH:D003872
DB00184,MESH:D003872
DB00361,MESH:D003872
DB00250,MESH:D003872
DB00443,MESH:D003872
DB02650,MESH:D003872
DB00317,MESH:D003872
DB00328,MESH:D003872
DB00544,MESH:D003872
DB00515,MESH:D003872
DB14643,MESH:D003872
DB00764,MESH:D003872
DB00682,MESH:D003872
DB00208,MESH:D003872
DB13323,MESH:D003872
DB00822,MESH:D003872
DB00982,MESH:D003872
DB06823,MESH:D003872
DB00859,MESH:D003872
DB01954,MESH:D003872
DB00468,MESH:D003872
DB14154,MESH:D003872
DB11397,MESH:D003872
DB00337,MESH:D003872
DB01017,MESH:D003872
DB01005,MESH:D003872
DB00724,MESH:D003872
DB00926,MESH:D003873
DB14154,MESH:D003873
DB01174,MESH:D003873
DB00861,MESH:D003873
DB00852,MESH:D003873
DB13136,MESH:D003873
DB00877,MESH:D003873
DB00704,MESH:D003873
DB00958,MESH:D003873
DB00252,MESH:D003873
DB00554,MESH:D003873
DB00563,MESH:D003873
DB00415,MESH:D003873
DB01688,MESH:D003873
DB01017,MESH:D003873
DB00250,MESH:D003873
DB13323,MESH:D003873
DB00608,MESH:D003873
DB00477,MESH:D003873
DB00498,MESH:D003873
DB01082,MESH:D003873
DB00564,MESH:D003873
DB01131,MESH:D003873
DB01495,MESH:D003873
DB06753,MESH:D003873
DB00250,MESH:D003874
DB00355,MESH:D003875
DB00338,MESH:D003875
DB00115,MESH:D003875
DB00468,MESH:D003875
DB00828,MESH:D003875
DB00469,MESH:D003875
DB00498,MESH:D003875
DB00207,MESH:D003875
DB00317,MESH:D003875
DB00795,MESH:D003875
DB01061,MESH:D003875
DB00874,MESH:D003875
DB03783,MESH:D003875
DB13813,MESH:D003875
DB00397,MESH:D003875
DB00763,MESH:D003875
DB00709,MESH:D003875
DB00607,MESH:D003875
DB00316,MESH:D003875
DB00162,MESH:D003875
DB01022,MESH:D003875
DB00784,MESH:D003875
DB00555,MESH:D003875
DB00635,MESH:D003875
DB00371,MESH:D003875
DB00908,MESH:D003875
DB00313,MESH:D003875
DB00533,MESH:D003875
DB11994,MESH:D003875
DB00291,MESH:D003875
DB01602,MESH:D003875
DB01174,MESH:D003875
DB01393,MESH:D003875
DB00900,MESH:D003875
DB09300,MESH:D003875
DB00564,MESH:D003875
DB04817,MESH:D003875
DB00554,MESH:D003875
DB00778,MESH:D003875
DB01327,MESH:D003875
DB00586,MESH:D003875
DB01212,MESH:D003875
DB00961,MESH:D003875
DB01628,MESH:D003875
DB00175,MESH:D003875
DB13266,MESH:D003875
DB01204,MESH:D003875
DB01017,MESH:D003875
DB01229,MESH:D003875
DB11582,MESH:D003875
DB01140,MESH:D003875
DB08621,MESH:D003875
DB00833,MESH:D003875
DB00201,MESH:D003875
DB00152,MESH:D003875
DB00337,MESH:D003875
DB01112,MESH:D003875
DB01600,MESH:D003875
DB11831,MESH:D003875
DB00859,MESH:D003875
DB00487,MESH:D003875
DB00712,MESH:D003875
DB00358,MESH:D003875
DB00695,MESH:D003875
DB00224,MESH:D003875
DB00136,MESH:D003875
DB00318,MESH:D003875
DB01331,MESH:D003875
DB01321,MESH:D003875
DB00870,MESH:D003875
DB00493,MESH:D003875
DB00907,MESH:D003875
DB01329,MESH:D003875
DB01328,MESH:D003875
DB09086,MESH:D003875
DB00599,MESH:D003875
DB00732,MESH:D003875
DB00438,MESH:D003875
DB06151,MESH:D003875
DB09084,MESH:D003875
DB01167,MESH:D003875
DB01413,MESH:D003875
DB01297,MESH:D003875
DB00319,MESH:D003875
DB00563,MESH:D003875
DB00208,MESH:D003875
DB00512,MESH:D003875
DB00819,MESH:D003875
DB00178,MESH:D003875
DB01580,MESH:D003875
DB01147,MESH:D003875
DB00176,MESH:D003875
DB00465,MESH:D003875
DB06774,MESH:D003875
DB00916,MESH:D003875
DB08951,MESH:D003875
DB00443,MESH:D003875
DB00485,MESH:D003875
DB00244,MESH:D003875
DB01603,MESH:D003875
DB00252,MESH:D003875
DB01211,MESH:D003875
DB00363,MESH:D003875
DB00958,MESH:D003875
DB00713,MESH:D003875
DB01424,MESH:D003875
DB00949,MESH:D003875
DB00911,MESH:D003875
DB01009,MESH:D003875
DB01136,MESH:D003875
DB00456,MESH:D003875
DB01220,MESH:D003875
DB00993,MESH:D003875
DB00457,MESH:D003875
DB00482,MESH:D003875
DB01598,MESH:D003875
DB09276,MESH:D003875
DB00675,MESH:D003875
DB09285,MESH:D003875
DB00254,MESH:D003875
DB01045,MESH:D003875
DB13795,MESH:D003875
DB01053,MESH:D003875
DB00951,MESH:D003875
DB00742,MESH:D003875
DB01075,MESH:D003875
DB01026,MESH:D003875
DB01392,MESH:D003875
DB08399,MESH:D003875
DB01041,MESH:D003875
DB01190,MESH:D003875
DB00328,MESH:D003875
DB00379,MESH:D003875
DB01118,MESH:D003875
DB01193,MESH:D003875
DB01005,MESH:D003875
DB00571,MESH:D003875
DB14180,MESH:D003875
DB00866,MESH:D003875
DB00594,MESH:D003875
DB09019,MESH:D003875
DB01200,MESH:D003875
DB01248,MESH:D003875
DB01115,MESH:D003875
DB00698,MESH:D003875
DB00330,MESH:D003875
DB00202,MESH:D003875
DB00238,MESH:D003875
DB01222,MESH:D003875
DB00650,MESH:D003875
DB01156,MESH:D003875
DB01114,MESH:D003875
DB01627,MESH:D003875
DB00877,MESH:D003875
DB00220,MESH:D003875
DB00704,MESH:D003875
DB01087,MESH:D003875
DB00489,MESH:D003875
DB00945,MESH:D003875
DB01015,MESH:D003875
DB00359,MESH:D003875
DB00814,MESH:D003875
DB13323,MESH:D003875
DB00702,MESH:D003875
DB00848,MESH:D003875
DB04743,MESH:D003875
DB00682,MESH:D003875
DB00437,MESH:D003875
DB00755,MESH:D003875
DB00591,MESH:D003875
DB01035,MESH:D003875
DB00398,MESH:D003875
DB00501,MESH:D003875
DB00788,MESH:D003875
DB00335,MESH:D003875
DB09093,MESH:D003875
DB00537,MESH:D003875
DB01082,MESH:D003875
DB00827,MESH:D003875
DB01165,MESH:D003875
DB01059,MESH:D003875
DB01012,MESH:D003875
DB00440,MESH:D003875
DB01050,MESH:D003875
DB00500,MESH:D003875
DB00974,MESH:D003875
DB14539,MESH:D003875
DB00339,MESH:D003875
DB14540,MESH:D003875
DB00250,MESH:D003875
DB13648,MESH:D003875
DB12553,MESH:D003875
DB00281,MESH:D003875
DB01033,MESH:D003875
DB00589,MESH:D003875
DB13524,MESH:D003875
DB00625,MESH:D003875
DB00584,MESH:D003875
DB04552,MESH:D003875
DB00955,MESH:D003875
DB02300,MESH:D003876
DB01041,MESH:D003876
DB13960,MESH:D003876
DB03266,MESH:D003876
DB00412,MESH:D003876
DB12450,MESH:D003876
DB00337,MESH:D003876
DB13306,MESH:D003876
DB11082,MESH:D003876
DB01296,MESH:D003876
DB11105,MESH:D003876
DB00548,MESH:D003876
DB11590,MESH:D003876
DB01234,MESH:D003876
DB11396,MESH:D003876
DB00443,MESH:D003876
DB03843,MESH:D003876
DB14075,MESH:D003876
DB02527,MESH:D003876
DB09350,MESH:D003876
DB11304,MESH:D003876
DB00860,MESH:D003876
DB00864,MESH:D003876
DB01167,MESH:D003876
DB00878,MESH:D003876
DB14540,MESH:D003876
DB00531,MESH:D003876
DB01047,MESH:D003876
DB01026,MESH:D003876
DB01130,MESH:D003876
DB12510,MESH:D003876
DB13747,MESH:D003876
DB11831,MESH:D003876
DB08604,MESH:D003876
DB00549,MESH:D003876
DB01013,MESH:D003877
DB01222,MESH:D003877
DB08971,MESH:D003877
DB06803,MESH:D003877
DB13765,MESH:D003877
DB04942,MESH:D003877
DB11396,MESH:D003877
DB13716,MESH:D003877
DB00575,MESH:D003877
DB12173,MESH:D003877
DB14540,MESH:D003877
DB00143,MESH:D003877
DB00815,MESH:D003877
DB14141,MESH:D003877
DB01130,MESH:D003877
DB11496,MESH:D003877
DB00676,MESH:D003877
DB12709,MESH:D003877
DB09086,MESH:D003877
DB00288,MESH:D003877
DB00741,MESH:D003877
DB01701,MESH:D003877
DB03255,MESH:D003877
DB12450,MESH:D003877
DB14184,MESH:D003877
DB11198,MESH:D003877
DB04930,MESH:D003877
DB00913,MESH:D003877
DB14180,MESH:D003877
DB00860,MESH:D003877
DB01726,MESH:D003877
DB00530,MESH:D003877
DB03793,MESH:D003877
DB11831,MESH:D003877
DB13960,MESH:D003877
DB00166,MESH:D003877
DB13323,MESH:D003877
DB14199,MESH:D003877
DB03843,MESH:D003877
DB06774,MESH:D003877
DB14187,MESH:D003877
DB01167,MESH:D003881
DB00196,MESH:D003881
DB01188,MESH:D003881
DB00864,MESH:D003881
DB00400,MESH:D003881
DB01099,MESH:D003881
DB00878,MESH:D003881
DB00857,MESH:D003881
DB01026,MESH:D003881
DB00681,MESH:D003881
DB01141,MESH:D003881
DB01110,MESH:D003881
DB00563,MESH:D003882
DB00675,MESH:D003882
DB00586,MESH:D003882
DB01005,MESH:D003882
DB00860,MESH:D003882
DB00959,MESH:D003882
DB01217,MESH:D003882
DB00227,MESH:D003882
DB00531,MESH:D003882
DB00993,MESH:D003882
DB04552,MESH:D003882
DB01611,MESH:D003882
DB00338,MESH:D003882
DB00252,MESH:D003882
DB00773,MESH:D003882
DB00175,MESH:D003882
DB01017,MESH:D003882
DB00544,MESH:D003882
DB00641,MESH:D003882
DB01095,MESH:D003882
DB00635,MESH:D003882
DB00859,MESH:D003882
DB00812,MESH:D003882
DB00717,MESH:D003914
DB00682,MESH:D003914
DB01603,MESH:D003919
DB00035,MESH:D003919
DB01165,MESH:D003919
DB01118,MESH:D003919
DB00880,MESH:D003919
DB01356,MESH:D003919
DB00636,MESH:D003919
DB00502,MESH:D003919
DB01221,MESH:D003919
DB00295,MESH:D003919
DB00818,MESH:D003919
DB00907,MESH:D003919
DB00999,MESH:D003919
DB00334,MESH:D003919
DB00672,MESH:D003919
DB14509,MESH:D003919
DB00679,MESH:D003919
DB00594,MESH:D003919
DB00734,MESH:D003920
DB01016,MESH:D003920
DB00428,MESH:D003920
DB14500,MESH:D003920
DB00310,MESH:D003920
DB01120,MESH:D003920
DB00914,MESH:D003920
DB01393,MESH:D003920
DB00959,MESH:D003920
DB00412,MESH:D003920
DB01592,MESH:D003920
DB00091,MESH:D003920
DB00363,MESH:D003920
DB11135,MESH:D003920
DB01132,MESH:D003920
DB01224,MESH:D003920
DB00672,MESH:D003920
DB00850,MESH:D003920
DB00808,MESH:D003920
DB01067,MESH:D003920
DB01119,MESH:D003920
DB11137,MESH:D003920
DB06824,MESH:D003920
DB09130,MESH:D003920
DB13732,MESH:D003920
DB00831,MESH:D003920
DB11133,MESH:D003920
DB12290,MESH:D003920
DB04878,MESH:D003920
DB00178,MESH:D003920
DB04115,MESH:D003920
DB12510,MESH:D003920
DB11390,MESH:D003920
DB00481,MESH:D003920
DB01593,MESH:D003920
DB09199,MESH:D003920
DB00197,MESH:D003920
DB00966,MESH:D003920
DB14088,MESH:D003920
DB03587,MESH:D003920
DB08839,MESH:D003920
DB11473,MESH:D003920
DB00477,MESH:D003920
DB00945,MESH:D003920
DB00679,MESH:D003920
DB00627,MESH:D003920
DB00391,MESH:D003920
DB00912,MESH:D003920
DB00860,MESH:D003920
DB11397,MESH:D003920
DB00738,MESH:D003920
DB14085,MESH:D003920
DB11136,MESH:D003920
DB14513,MESH:D003920
DB00864,MESH:D003920
DB00635,MESH:D003920
DB13110,MESH:D003920
DB00731,MESH:D003920
DB02709,MESH:D003920
DB00331,MESH:D003920
DB00175,MESH:D003920
DB00790,MESH:D003920
DB00334,MESH:D003920
DB02709,MESH:D003921
DB00197,MESH:D003921
DB06774,MESH:D003921
DB01914,MESH:D003921
DB00678,MESH:D003921
DB14815,MESH:D003921
DB00584,MESH:D003921
DB04115,MESH:D003921
DB12290,MESH:D003921
DB00331,MESH:D003921
DB06543,MESH:D003921
DB02701,MESH:D003921
DB01104,MESH:D003921
DB00470,MESH:D003921
DB04815,MESH:D003921
DB01082,MESH:D003921
DB01828,MESH:D003921
DB11175,MESH:D003921
DB01003,MESH:D003921
DB12647,MESH:D003921
DB00177,MESH:D003921
DB15379,MESH:D003921
DB01276,MESH:D003921
DB13716,MESH:D003921
DB01393,MESH:D003921
DB01956,MESH:D003921
DB00864,MESH:D003921
DB12163,MESH:D003921
DB05383,MESH:D003921
DB03404,MESH:D003921
DB14377,MESH:D003921
DB06536,MESH:D003921
DB00428,MESH:D003921
DB00178,MESH:D003921
DB04173,MESH:D003921
DB11133,MESH:D003921
DB01132,MESH:D003921
DB11136,MESH:D003921
DB00435,MESH:D003921
DB04630,MESH:D003921
DB01016,MESH:D003921
DB00343,MESH:D003921
DB00531,MESH:D003921
DB06757,MESH:D003921
DB06515,MESH:D003921
DB11091,MESH:D003921
DB11056,MESH:D003921
DB00966,MESH:D003921
DB08995,MESH:D003921
DB00412,MESH:D003921
DB13178,MESH:D003921
DB14184,MESH:D003921
DB00788,MESH:D003921
DB04216,MESH:D003921
DB01120,MESH:D003921
DB03057,MESH:D003921
DB05076,MESH:D003921
DB00368,MESH:D003922
DB00136,MESH:D003922
DB01708,MESH:D003922
DB01645,MESH:D003922
DB14377,MESH:D003922
DB00162,MESH:D003922
DB12647,MESH:D003922
DB08844,MESH:D003922
DB01592,MESH:D003922
DB01956,MESH:D003922
DB00428,MESH:D003922
DB02709,MESH:D003922
DB00531,MESH:D003922
DB00682,MESH:D003922
DB00435,MESH:D003922
DB00864,MESH:D003922
DB01393,MESH:D003923
DB09231,MESH:D003924
DB14513,MESH:D003924
DB01373,MESH:D003924
DB00428,MESH:D003924
DB01645,MESH:D003924
DB01261,MESH:D003924
DB03404,MESH:D003924
DB01593,MESH:D003924
DB03057,MESH:D003924
DB02701,MESH:D003924
DB05518,MESH:D003924
DB14815,MESH:D003924
DB01191,MESH:D003924
DB01016,MESH:D003924
DB01783,MESH:D003924
DB12491,MESH:D003924
DB00197,MESH:D003924
DB01120,MESH:D003924
DB13182,MESH:D003924
DB03793,MESH:D003924
DB11203,MESH:D003924
DB00772,MESH:D003924
DB08995,MESH:D003924
DB02709,MESH:D003924
DB01132,MESH:D003924
DB06335,MESH:D003924
DB09130,MESH:D003924
DB06757,MESH:D003924
DB04115,MESH:D003924
DB01276,MESH:D003924
DB04876,MESH:D003924
DB08907,MESH:D003924
DB11659,MESH:D003924
DB00672,MESH:D003924
DB11827,MESH:D003924
DB11672,MESH:D003924
DB00331,MESH:D003924
DB00126,MESH:D003924
DB09536,MESH:D003924
DB01029,MESH:D003924
DB04173,MESH:D003924
DB00184,MESH:D003924
DB13716,MESH:D003924
DB00273,MESH:D003924
DB01054,MESH:D003924
DB00118,MESH:D003924
DB01914,MESH:D003924
DB00363,MESH:D003924
DB00158,MESH:D003924
DB00220,MESH:D003924
DB01060,MESH:D003924
DB04665,MESH:D003924
DB06543,MESH:D003924
DB08882,MESH:D003924
DB01067,MESH:D003924
DB03066,MESH:D003924
DB01083,MESH:D003924
DB00584,MESH:D003924
DB00806,MESH:D003924
DB00930,MESH:D003924
DB00151,MESH:D003924
DB01306,MESH:D003924
DB06655,MESH:D003924
DB14001,MESH:D003924
DB00625,MESH:D003924
DB11056,MESH:D003924
DB00966,MESH:D003924
DB09393,MESH:D003924
DB14184,MESH:D003924
DB01124,MESH:D003924
DB00367,MESH:D003924
DB14085,MESH:D003924
DB00284,MESH:D003924
DB00143,MESH:D003924
DB12116,MESH:D003924
DB01393,MESH:D003924
DB11136,MESH:D003924
DB12965,MESH:D003924
DB01592,MESH:D003924
DB00412,MESH:D003924
DB00428,MESH:D003925
DB01098,MESH:D003925
DB01132,MESH:D003925
DB11056,MESH:D003925
DB00166,MESH:D003925
DB00331,MESH:D003925
DB02527,MESH:D003925
DB00945,MESH:D003925
DB00627,MESH:D003925
DB01136,MESH:D003925
DB06151,MESH:D003925
DB02709,MESH:D003925
DB00616,MESH:D003925
DB00343,MESH:D003925
DB00758,MESH:D003925
DB00197,MESH:D003925
DB00412,MESH:D003925
DB00584,MESH:D003925
DB01124,MESH:D003926
DB00672,MESH:D003926
DB00481,MESH:D003928
DB00945,MESH:D003928
DB00584,MESH:D003928
DB00996,MESH:D003928
DB12618,MESH:D003928
DB04173,MESH:D003928
DB03057,MESH:D003928
DB05383,MESH:D003928
DB00335,MESH:D003928
DB00264,MESH:D003928
DB00428,MESH:D003928
DB01914,MESH:D003928
DB12771,MESH:D003928
DB11672,MESH:D003928
DB00197,MESH:D003928
DB01029,MESH:D003928
DB00695,MESH:D003928
DB02546,MESH:D003928
DB00126,MESH:D003928
DB11673,MESH:D003928
DB14509,MESH:D003928
DB00230,MESH:D003928
DB12290,MESH:D003928
DB12647,MESH:D003928
DB01828,MESH:D003928
DB00275,MESH:D003928
DB00881,MESH:D003928
DB02709,MESH:D003928
